Date,Title,SPY_Close,VIX_Close,Sentiment,Sentiment_Label,SPY_Daily_Return,SPY_7D_Return,SPY_30D_Return,VIX_Daily_Change,VIX_7D_MA,VIX_30D_MA,Lag_1_SPY_Close,Lag_1_SPY_Daily_Return,Lag_1_SPY_7D_Return,Lag_1_SPY_30D_Return,Lag_1_VIX_Daily_Change,Lag_1_VIX_7D_MA,Lag_1_VIX_30D_MA,Lag_1_VIX_Close
2008-02-28,Warren Buffett - The richest investor in the World,98.29646301269531,23.530000686645508,neutral,2,-0.009767048525812005,0.009962036023055898,-0.009408376659832518,0.037020719824446546,23.53285734994071,26.280333455403646,99.26599884033203,-0.001011734337005743,0.022791414741945237,-0.021659085416554147,0.036073101793979045,23.82714298793248,26.274000104268392,22.690000534057617
2008-02-29,"U.S. Stocks Open With Sharp Declines On AIG, Dell Losses",96.1060562133789,26.540000915527344,neutral,2,-0.022283678701984555,-0.015449550829803038,-0.02306832294861083,0.1279218079492095,23.83857182094029,26.35233351389567,98.29646301269531,-0.009767048525812005,0.009962036023055898,-0.009408376659832518,0.037020719824446546,23.53285734994071,26.280333455403646,23.530000686645508
2008-03-05,Snap up Crocs trendy 'o-dial' handset holder,96.11316680908203,24.600000381469727,neutral,2,0.006315842110816927,-0.025486616762650183,0.023790901875806902,-0.036050159082738675,24.437143325805664,26.01066691080729,95.50994110107422,-0.0038203383421312465,-0.0193923100024862,0.007042317535768117,-0.02891933824294146,24.21285765511649,26.224333572387696,25.520000457763672
2008-03-07,U.S. Stocks End Lower On Recession Fears; Dow Off 3% For Week,93.1543197631836,27.489999771118164,neutral,2,-0.01030095956831012,-0.061568705785945754,-0.03911412531604763,-0.002177839114480662,25.93000030517578,25.952000172932944,94.12388610839844,-0.0206972755838446,-0.052760674960477316,-0.020917142346055018,0.11991865080672715,25.244286128452845,25.961666870117188,27.549999237060547
2008-03-10,U.S. Stocks End Down For Third Consecutive Session,91.92625427246094,29.3799991607666,neutral,2,-0.01318312981990144,-0.06480608299620749,-0.03788328794491269,0.0687522519237751,26.765714372907365,25.962000147501627,93.1543197631836,-0.01030095956831012,-0.061568705785945754,-0.03911412531604763,-0.002177839114480662,25.93000030517578,25.952000172932944,27.489999771118164
2008-03-11,"U.S. Stocks Advance, Cheering Fed Liquidity Move",95.22986602783203,26.360000610351562,neutral,2,0.03593763045733911,-0.009116909173772725,-0.019520636934549862,-0.102790967892466,26.74000004359654,25.914666811625164,91.92625427246094,-0.01318312981990144,-0.06480608299620749,-0.03788328794491269,0.0687522519237751,26.765714372907365,25.962000147501627,29.3799991607666
2008-03-18,Federal Reserve cuts key rate by 0.75 pct to 2.25 percent; dis,95.96955871582031,25.790000915527344,neutral,2,0.041543166017744104,0.03022123890543771,-0.030402119300204866,-0.20006204798827387,28.491428920200892,26.33300018310547,92.1417007446289,-0.010107200436703101,-0.021059323469567848,-0.08081384512121959,0.034659879215127365,28.73428589957101,26.33966681162516,32.2400016784668
2008-03-27,"U.S. Stocks Pull Lower On Oracle, Google Woes",95.83126068115234,25.8799991607666,neutral,2,-0.0031524894452752417,0.040042238277639974,-0.011501506577820786,-0.0076687409326891,26.522857121058873,26.101666831970213,96.13432312011719,-0.012235701602087867,0.03278617041418763,0.0008180954452099432,0.013996913684388712,27.431428909301758,26.11666685740153,26.079999923706055
2008-04-02,U.S. Stocks Quickly Shed Opening Gains Amid Fed Talk,98.660400390625,23.43000030517578,neutral,2,0.0006587427183704087,0.014697544142458607,0.013701366248511482,0.03306878262381874,25.01571410042899,25.981666819254556,98.59545135498047,0.03515966307395524,0.03429753885087683,0.015882400384496176,-0.11440844339501788,25.34428542000907,26.053666814168295,22.68000030517578
2008-04-07,Sonic boom: Man uses hedgehog as a weapon,98.84806060791016,22.420000076293945,neutral,2,0.0005112902398778374,0.03148033225603952,0.014880411986420983,-0.0013363334354550283,23.64428574698312,25.798333485921223,98.79754638671875,-0.0010944338765390693,0.027703146807139145,0.020608267014036397,-0.032744435653236925,24.138571330479213,25.853000132242837,22.450000762939453
2008-04-16,Faith and money - Faith-based mutual funds (1),98.7686538696289,20.530000686645508,neutral,2,0.02709367305210253,-0.0008033211556494058,0.034119095153729795,-0.09877084864703423,22.534285681588308,25.406666692097982,96.16323852539062,0.002332329938682154,-0.026663697203742065,0.0029936288702321345,-0.043660748173925845,22.80428559439523,25.57300001780192,22.780000686645508
2008-04-22,Louisiana Sportsman,99.55532836914062,20.8700008392334,neutral,2,-0.004402660640195566,0.03418786009866093,0.08299124289419879,0.01804882142601949,21.285714558192662,24.501666768391928,99.99557495117188,0.000505419885910019,0.01860019276792335,0.07344002087482449,0.018380569034226912,21.655714307512557,24.7853333791097,20.5
2008-04-23,Legg Mason's Miller: ‘By far the worst is behind us’,99.39654541015625,20.260000228881836,neutral,2,-0.0015949217544201089,0.03603385739252518,0.04375391414607743,-0.02922858580843113,20.777143205915177,24.298333422342935,99.55532836914062,-0.004402660640195566,0.03418786009866093,0.08299124289419879,0.01804882142601949,21.285714558192662,24.501666768391928,20.8700008392334
2008-04-24,U.S. Stocks Fall On Economic Woes; Amazon Outlook Weighs,99.8296127319336,20.059999465942383,neutral,2,0.004356965526219225,0.038126567519613186,0.05819757643199819,-0.009871705857847912,20.38857160295759,24.059666760762532,99.39654541015625,-0.0015949217544201089,0.03603385739252518,0.04375391414607743,-0.02922858580843113,20.777143205915177,24.298333422342935,20.260000228881836
2008-04-25,U.S. Stock Indexes Close With Weekly Gains,100.75341796875,19.59000015258789,greed,1,0.009253819698740617,0.02009508099341839,0.06563731613029411,-0.02342967726157974,20.25428581237793,23.803000068664552,99.8296127319336,0.004356965526219225,0.038126567519613186,0.05819757643199819,-0.009871705857847912,20.38857160295759,24.059666760762532,20.059999465942383
2008-05-05,Rockefellers Push ExxonMobil to Look Beyond Oil,101.64109802246094,18.899999618530273,greed,1,-0.004805912044974381,0.018145770988730714,0.04535327384637511,0.03960392196195461,19.459999901907786,21.977999941507974,102.1319351196289,0.002763874052977844,0.02751996760234654,0.07139637458511983,-0.03707621221961943,19.6257141658238,22.20566660563151,18.18000030517578
2008-05-06,U.S. Stocks Shift Higher As Fannie Mae Reassures Investors,102.52165222167969,18.209999084472656,greed,1,0.008663367637214758,0.017550116795820525,0.05339305037610331,-0.0365079655018149,19.262856892177037,21.72766660054525,101.64109802246094,-0.004805912044974381,0.018145770988730714,0.04535327384637511,0.03960392196195461,19.459999901907786,21.977999941507974,18.899999618530273
2008-05-07,U.S. Stocks Trade Broadly Lower Amid Oil-price Jitters,100.69564819335938,19.729999542236328,greed,1,-0.017810911049033762,-0.000788187200478796,0.04744741446343714,0.08347064987278063,19.27571405683245,21.515999921162923,102.52165222167969,0.008663367637214758,0.017550116795820525,0.05339305037610331,-0.0365079655018149,19.262856892177037,21.72766660054525,18.209999084472656
2008-05-08,Stocks Bear Market Relief Rally is Weaker than Expected,100.43582153320312,19.399999618530273,greed,1,-0.002580316675228289,0.0005746854298431803,0.048048630679825566,-0.016725794797897375,19.15571403503418,21.299999936421713,100.69564819335938,-0.017810911049033762,-0.000788187200478796,0.04744741446343714,0.08347064987278063,19.27571405683245,21.515999921162923,19.729999542236328
2008-05-12,"U.S. Stock Indexes Lodge Opening Gains, Sparked By Oil's Fall",101.37409210205078,17.790000915527344,greed,1,0.011230820104058514,-0.004676870111328002,0.06433278191475211,-0.08346207854817456,18.80285699026925,20.829333305358887,100.24822235107422,-0.0018678513230151461,0.004629032483737028,0.056194031740315786,0.0005154757256946585,18.95857102530343,21.089999961853028,19.40999984741211
2008-05-16,U.S. Stocks Lower As Oil Rises To Another High,102.9618911743164,16.469999313354492,greed,1,0.0009121774615701295,0.02250586814442368,0.04215028550706457,0.010429453021532975,17.858571188790457,20.05066655476888,102.86805725097656,0.01250263861822698,0.003378847509673877,0.040061000726639984,-0.0770102277521173,18.32428550720215,20.249999936421712,16.299999237060547
2008-05-21,Parker expands AC890 Ethernet communication cards,100.67401885986328,18.59000015258789,greed,1,-0.016914115442520083,-0.006905839822296533,0.026945645027531384,0.05745166287059433,17.369999749319895,19.57033322652181,102.4061279296875,-0.008109183412265408,0.021525624375225316,0.0370557287298543,0.03350968178450686,17.25571414402553,19.71099987030029,17.579999923706055
2008-05-23,Kimberly-Clark (KMB) Dividend Analysis,99.33880615234375,19.549999237060547,greed,1,-0.0134039692867568,-0.0222348313525893,0.031938611849258614,0.08310249658737812,17.649999618530273,19.308999888102214,100.68843078613281,0.00014315437520773244,-0.006904783458258179,0.025657935947021038,-0.029047924211672016,17.379999705723353,19.439333216349283,18.049999237060547
2008-05-27,"Futures Investing - Futures Contracts, Markets, Exchange",100.07494354248047,19.639999389648438,greed,1,0.007410370817299672,-0.027152390967017825,0.04310496264049424,0.004603588547322346,18.1271424974714,19.169666544596353,99.33880615234375,-0.0134039692867568,-0.0222348313525893,0.031938611849258614,0.08310249658737812,17.649999618530273,19.308999888102214,19.549999237060547
2008-05-29,The Yen's Negative Beta Crossing Wall Street,101.04209899902344,18.139999389648438,greed,1,0.005025129441533549,-0.0213209686563538,0.02301788108194125,-0.04876771473825414,18.65999957493373,18.966333134969076,100.5368881225586,0.0046159864170398635,-0.023552433080820556,0.04548151314614013,-0.029022388622101825,18.498571123395646,19.045999844868977,19.06999969482422
2008-06-02,U.S. Stock Losses Mount As Financial-sector Shakeups Take Toll,100.24822235107422,19.829999923706055,greed,1,-0.010331101386618857,-0.0042294577450192605,0.003033282674296478,0.11217049963869496,18.87285668509347,18.871666463216147,101.29470825195312,0.002500039641220475,-0.010853058310118735,0.02407935135958983,-0.0170892765365408,18.69571386064802,18.88166643778483,17.829999923706055
2008-06-04,U.S. Stocks Solidify Gains On Service Sector Expansion,99.61309051513672,20.799999237060547,neutral,2,-0.0005067707092960561,0.002761099850267401,0.0005802014512164,0.02766795811635747,19.36428533281599,18.86066640218099,99.6635971069336,-0.005831776668250965,-0.010178266472103625,-0.003319925350700692,0.020675736207238726,19.185713904244558,18.862999788920085,20.239999771118164
2008-06-05,5 Keys to Zipcar's Success,101.6050796508789,18.6299991607666,greed,1,0.019997262663379534,0.015289902289566726,0.02221942655661935,-0.10432693057159026,19.21999958583287,18.806333033243813,99.61309051513672,-0.0005067707092960561,0.002761099850267401,0.0005802014512164,0.02766795811635747,19.36428533281599,18.86066640218099,20.799999237060547
2008-06-09,"Buffett's bet: Hedge funds can't beat the market - Jun. 9, 2008",98.60264587402344,23.1200008392334,neutral,2,0.002421657194730864,-0.02414293793543998,-0.021346889644911604,-0.01867566369621665,20.572856903076172,19.040666389465333,98.36444091796875,-0.03189445590757056,-0.021608458797148566,-0.014676725411118086,0.2646269740880074,19.861428124564036,18.92299969991048,23.559999465942383
2008-06-13,"U.S. Stocks Rally On In-line Core Consumer Prices, Oil Drop",98.26341247558594,21.219999313354492,neutral,2,0.012643834685875266,-0.013549203549163003,-0.035218513618991865,-0.09044151809908718,22.4514285496303,19.450666427612305,97.0364990234375,0.0038081319017999604,-0.026359655478593313,-0.027556979632761713,-0.03275293897346532,22.391428538731166,19.37266642252604,23.329999923706055
2008-06-20,U.S. Stocks Slump; Dow Poised To Close Well Below 12000,95.44011688232422,22.8700008392334,neutral,2,-0.016232154083215544,-0.012705874590594801,-0.04974026771142981,0.05977761446190977,21.902857099260604,19.928999837239584,97.01487731933594,0.0012666293328864597,-0.011181268148720447,-0.036553425496159364,-0.029676252437251138,22.08142852783203,19.813333129882814,21.579999923706055
2008-06-24,Sun Rising Over Japanese Stock Market,95.1572265625,22.420000076293945,neutral,2,-0.0019782877260782206,-0.03161080848741826,-0.06132597994852984,-0.009717284420735495,21.97571427481515,20.19099979400635,95.3458480834961,-0.0009877271938419918,-0.01742283529348121,-0.04890235609774474,-0.010056906040440294,21.80428559439523,20.036666488647462,22.639999389648438
2008-07-01,Chart of the day: Japan 1984-2004 – Credit Writedowns,93.11907196044922,23.649999618530273,neutral,2,0.003125597658571566,-0.024319384737728322,-0.09806225277690905,-0.012526143417640578,23.02428572518485,21.213999875386556,92.82892608642578,0.003528974341675095,-0.043147518695834663,-0.09841471414637604,0.021757688449743018,22.91285732814244,20.992666562398274,23.950000762939453
2008-07-02,Nike “Air McFlys” Finally Hit Store Shelves,91.52330017089844,25.920000076293945,neutral,2,-0.017136895331480106,-0.04009139348417334,-0.10627125523446468,0.09598310758470707,23.492857251848495,21.491999880472818,93.11907196044922,0.003125597658571566,-0.024319384737728322,-0.09806225277690905,-0.012526143417640578,23.02428572518485,21.213999875386556,23.649999618530273
2008-07-07,"Commodities Are Strong, But Which Ones Are the Strongest?",90.68190002441406,25.780000686645508,neutral,2,-0.010212850082262581,-0.05151365418505649,-0.09938113727259401,0.04035512398266072,24.49285752432687,21.95599994659424,91.6175765991211,0.0010300811710965974,-0.03719791014562657,-0.0899580881274703,-0.04398145780451079,23.830000196184432,21.69833323160807,24.780000686645508
2008-07-09,U.S. Stocks Fall Into Bear-market Turf As Financials Cave In,90.51510620117188,25.229999542236328,neutral,2,-0.019254575359986315,-0.021484622110990892,-0.09552678225844391,0.08984881027994196,24.637142998831614,22.26233329772949,92.29215240478516,0.017757153080576904,-0.007720670262750362,-0.07093555902767756,-0.10201710620890792,24.38142885480608,22.075999959309897,23.149999618530273
2008-07-14,Average Durations of Previous Bear Markets,89.0136489868164,28.479999542236328,neutral,2,-0.009043482780903056,-0.02742089915241086,-0.12124087701195307,0.03601308764499467,25.785714285714285,23.146333312988283,89.82598876953125,-0.01165231756947338,-0.03536421832378922,-0.11100432731113974,0.07424773767881865,25.420000076293945,22.79133332570394,27.489999771118164
2008-07-23,Farmers Market Vendor Profile: J&J Ramos Farms | Business | lodinews.com,92.96672821044922,21.309999465942383,neutral,2,0.005412244817132983,0.04440980982835896,-0.05244180239666141,0.006137826198937102,24.034285681588308,23.775666681925454,92.46627807617188,0.011345081932808698,0.029393378718211238,-0.0622332975292722,-0.08112793899264514,25.058571406773158,23.838000043233237,21.18000030517578
2008-07-29,"U.S. Stocks Bounce Back As Oil Falls, Consumer Confidence Rises",91.59581756591797,22.030000686645508,neutral,2,0.021352127581742097,0.0023813728252815025,-0.06840170247106614,-0.09079648770755899,22.592857088361466,23.87533334096273,89.68093872070312,-0.014663538311040059,-0.012459998432324149,-0.08734149912629152,0.05761674830274277,22.88142830984933,23.83933334350586,24.229999542236328
2008-07-31,Carlyle liquidating Blue-Wave hedge fund,91.99478149414062,22.940000534057617,neutral,2,-0.013226335481801299,-0.005099119288037524,-0.05054454195042335,0.08156537125225305,22.58142852783203,23.901333363850913,93.22784423828125,0.017817698621323874,0.01967467201300299,-0.04718669793545527,-0.03722204160755804,22.329999923706055,23.878000005086264,21.209999084472656
2008-08-01,Short biased hedge funds extend winning streak,91.50881958007812,22.56999969482422,neutral,2,-0.005282494356415812,-0.01568204731343048,-0.05675477711664756,-0.016129068466414376,22.761428560529435,23.93433335622152,91.99478149414062,-0.013226335481801299,-0.005099119288037524,-0.05054454195042335,0.08156537125225305,22.58142852783203,23.901333363850913,22.940000534057617
2008-08-04,Strong foundation: Face to face with David Lippman,90.66014862060547,23.489999771118164,neutral,2,-0.009274198523891997,-0.004142740294524883,-0.05008342841419988,0.040762077480440695,22.768571308680944,23.954999987284342,91.50881958007812,-0.005282494356415812,-0.01568204731343048,-0.05675477711664756,-0.016129068466414376,22.761428560529435,23.93433335622152,22.56999969482422
2008-08-08,"Fund king Pallotta to leave Tudor, start firm",93.83711242675781,20.65999984741211,neutral,2,0.018581123887685846,0.006535259862057163,0.008889971651311113,-0.02316783829579161,21.739999771118164,23.72333329518636,92.12532043457031,-0.01489167606084918,0.005780862955574229,-0.03641621412331075,0.045477019135525154,21.818571090698242,23.83233331044515,21.149999618530273
2008-08-13,"U.S. Stocks Open Lower After Data, Earnings Views",93.25688171386719,21.549999237060547,neutral,2,-0.0060301579456414345,0.028642497643904363,0.0014799304859536289,0.017949889437748334,20.859999792916433,23.44999993642171,93.82264709472656,-0.010404912857044257,0.025285295179921397,0.010704863776788809,0.052186838631392174,21.137142726353236,23.519999949137368,21.170000076293945
2008-08-14,U.S. Stocks Close Higher As Data Bypassed In Favor Of Crude,93.96044158935547,20.34000015258789,neutral,2,0.00754432126142679,0.00919309674126767,0.026628644442521665,-0.05614845138331903,20.74571418762207,23.263999938964844,93.25688171386719,-0.0060301579456414345,0.028642497643904363,0.0014799304859536289,0.017949889437748334,20.859999792916433,23.44999993642171,21.549999237060547
2008-08-19,Indie RIAs say they're taking clients from brokers,92.11084747314453,21.280000686645508,neutral,2,-0.010903679968435886,-0.018396398919038326,-0.001964467475473297,0.014299387557431764,20.71714292253767,22.86833324432373,93.12626647949219,-0.013674944325391847,0.010865048177854275,0.02695539522683177,0.0715015129716754,20.628571374075754,22.930666542053224,20.979999542236328
2008-08-26,Who's the Next President? The Stock Market Says...,92.40095520019531,20.489999771118164,neutral,2,0.002912884578853081,-0.021356908984540346,0.05289660543855579,-0.022889821552385392,20.39571407863072,21.7076665242513,92.13258361816406,-0.020285188152105338,-0.019453484256490294,0.03503883580606382,0.11483253103345548,20.26571410042899,21.975999895731608,20.969999313354492
2008-08-27,Linear Technology : Step-down controller suits POL applications,93.30039978027344,19.760000228881836,greed,1,0.009734148073787807,0.0018698623639077372,0.037673818279229554,-0.03562711324503309,20.22142846243722,21.52966651916504,92.40095520019531,0.002912884578853081,-0.021356908984540346,0.05289660543855579,-0.022889821552385392,20.39571407863072,21.7076665242513,20.489999771118164
2008-08-28,Google Gears beta for Safari,94.43193054199219,19.43000030517578,greed,1,0.012127823293185847,0.02519880266571617,0.039856519855421046,-0.01670040080382773,19.957142693655832,21.34366652170817,93.30039978027344,0.009734148073787807,0.0018698623639077372,0.037673818279229554,-0.03562711324503309,20.22142846243722,21.52966651916504,19.760000228881836
2008-09-03,Stocks Fall As Commodities Drop Fuels Global Slowdown Worries,92.75638580322266,21.43000030517578,neutral,2,-0.000859451704657288,-0.013651831999868858,0.0031374435425182146,-0.025466096942751704,20.674285616193497,21.203333218892414,92.83617401123047,-0.006211553983701323,0.001487059218586051,0.015390799382799303,0.06489104975021132,20.2999997820173,21.19499988555908,21.989999771118164
2008-09-09,Creative Zen Mozaic MP3 player • The Register,89.37628936767578,25.469999313354492,neutral,2,-0.029687688046362015,-0.053537412031074094,-0.003397035728808784,0.125,22.752856935773575,21.313666534423827,92.11084747314453,0.020656255141047852,-0.012749702144153274,0.012034193966431461,-0.018213360191714156,21.88999993460519,21.27233320871989,22.639999389648438
2008-09-10,"Freddie Out, Salesforce in on S&P 500",89.73894500732422,24.520000457763672,neutral,2,0.004057626941263326,-0.03936662991753126,-0.020272460118142765,-0.03729873895570601,23.305714198521205,21.396666526794434,89.37628936767578,-0.029687688046362015,-0.053537412031074094,-0.003397035728808784,0.125,22.752856935773575,21.313666534423827,25.469999313354492
2008-09-11,Does age matter when you're CEO?,91.03729248046875,24.389999389648438,neutral,2,0.014468049218079981,-0.01937694600107176,-0.023496754383954932,-0.005301837915507535,23.648571286882675,21.50266653696696,89.73894500732422,0.004057626941263326,-0.03936662991753126,-0.020272460118142765,-0.03729873895570601,23.305714198521205,21.396666526794434,24.520000457763672
2008-09-15,Wall St.’s Turmoil Sends Stocks Reeling,87.10601043701172,31.700000762939453,fear,0,-0.047584492018490465,-0.031766389014683205,-0.048113495106486104,0.2353858515761642,25.348571232387,21.89766654968262,91.45799255371094,0.0046211839322050086,-0.013997885302109436,-0.0058349933736608905,0.052070540776752994,24.252856935773575,21.593333180745443,25.65999984741211
2008-09-16,U.S. Stocks Snap Back Amid Hopes Of AIG Rescue,88.56391143798828,30.299999237060547,fear,0,0.016737088447309922,-0.01864641713023807,-0.023121925283726585,-0.04416408492695212,26.382856913975306,22.124666531880695,87.10601043701172,-0.047584492018490465,-0.031766389014683205,-0.048113495106486104,0.2353858515761642,25.348571232387,21.89766654968262,31.700000762939453
2008-09-17,U.S. Stock Indexes Plummet As Fate Of Financials Questioned,84.58181762695312,36.220001220703125,fear,0,-0.044962939716403416,-0.0817387968163743,-0.09153910927745035,0.1953796083401118,28.32285717555455,22.62733325958252,88.56391143798828,0.016737088447309922,-0.01864641713023807,-0.023121925283726585,-0.04416408492695212,26.382856913975306,22.124666531880695,30.299999237060547
2008-09-19,"Beta, Measuring a Stock's Risk",90.55021667480469,32.06999969482422,fear,0,0.039713968669814026,0.00904035218392929,-0.01709740332338172,-0.031117789328666268,30.49142837524414,23.42033322652181,87.09146881103516,0.02967128461522095,-0.02556405700891584,-0.06871932205900899,-0.08614032693070861,29.412857055664062,23.05633322397868,33.099998474121094
2008-09-24,Why it is time to follow Warren Buffett and buy,86.76390075683594,35.189998626708984,fear,0,0.0032050145439488364,-0.003927509461854717,-0.07523499449726534,-0.014837698092993179,33.77857099260603,24.8473331451416,86.48670959472656,-0.022751234536717457,-0.054355915980387026,-0.0877807696931685,0.05524380593433942,33.27999986921038,24.379999860127768,35.720001220703125
2008-09-26,"IBM's all-star salesman - Sep. 26, 2008",88.16461181640625,34.7400016784668,fear,0,0.0004965291873881839,0.04235891696315841,-0.061683722159153964,0.05850097506080609,33.92714255196707,25.702999877929688,88.12085723876953,0.01563964356255254,-0.0050026494090538165,-0.05507394607999139,-0.06734865087735331,34.138571058000835,25.222999827067056,32.81999969482422
2008-09-29,Dow sinks 777 points in biggest 1-day point drop ever,81.25590515136719,46.720001220703125,fear,0,-0.07836144823532754,-0.06700499761152912,-0.13939709813275925,0.34484740827350047,35.87285723005022,26.60766658782959,88.16461181640625,0.0004965291873881839,0.04235891696315841,-0.061683722159153964,0.05850097506080609,33.92714255196707,25.702999877929688,34.7400016784668
2008-10-01,Burned by the Dow? Hang on,84.67012023925781,39.810001373291016,fear,0,0.0006032715512698239,-0.04327762192391693,-0.08078014086295437,0.010662655246269193,37.77000045776367,27.838999938964843,84.61907196044922,0.041389814104180855,-0.06550116534404482,-0.0913511820096039,-0.1568921583804782,36.91857147216797,27.221333249409994,39.38999938964844
2008-10-06,S&P 500 Review - The Big Picture,76.39717864990234,52.04999923706055,fear,0,-0.05093344413561429,-0.133040904914271,-0.18761154233014699,0.15307930750651977,43.30142865862165,30.618999862670897,80.49717712402344,-0.013500117902101816,-0.07222731548660533,-0.13162210687847187,-0.0026513242672321358,40.554285866873606,29.510999870300292,45.13999938964844
2008-10-07,U.S. Stocks Fall Sharply For Fifth Day; S&P 500 At Five-year Low,72.97565460205078,53.68000030517578,fear,0,-0.044786000063314346,-0.17227952237780975,-0.20792783903149403,0.031316063247021964,46.00714274815151,31.709333229064942,76.39717864990234,-0.05093344413561429,-0.133040904914271,-0.18761154233014699,0.15307930750651977,43.30142865862165,30.618999862670897,52.04999923706055
2008-10-13,Korea's Promotion Overseas Mismanaged,73.93864440917969,54.9900016784668,fear,0,0.1451985208220039,-0.09387550473038941,-0.20850496791195305,-0.21386698959893702,56.75142778669085,37.24466641743978,64.56404113769531,-0.024256668519946123,-0.23746368901741788,-0.3162901492415763,0.09433665444356154,55.361427307128906,36.09999968210856,69.94999694824219
2008-10-15,Macro: Portfolio Strategy,65.6729507446289,69.25,fear,0,-0.09844781809517322,-0.14037465904884106,-0.2919845876277425,0.2561218693690748,60.63571384974888,39.94333311716716,72.84431457519531,-0.014800512542917366,-0.0950699493106103,-0.2153455767534832,0.00254590626250617,58.178570883614675,38.34933312733968,55.130001068115234
2008-10-17,The Crash of 2008,68.00019836425781,70.33000183105469,fear,0,-0.005972026895757154,-0.04409800156497745,-0.2465075535045187,0.040230752790241464,64.45428575788226,42.971666526794436,68.40873718261719,0.04165773590144384,-0.06258138339885821,-0.23959737918237678,-0.023682301655573057,62.62571389334543,41.39599978129069,67.61000061035156
